,TestGesamt,MeldeDatum,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Bundesland,Hospitalizations_total,ICU_capacity,ICU_perc
4267,2681953,2021-06-01,8,5,134,61,8,Vorarlberg,13,66,7.6
4268,9648499,2021-06-01,70,32,707,332,9,Wien,102,364,8.8
4269,42122549,2021-06-01,268,147,2446,824,10,Alle,415,971,15.1
4270,1755748,2021-06-02,11,9,103,26,1,Burgenland,20,35,25.7
4271,1513700,2021-06-02,30,7,223,51,2,Kärnten,37,58,12.1
4272,9215471,2021-06-02,48,37,292,107,3,Niederösterreich,85,144,25.7
4273,6186623,2021-06-02,27,25,223,55,4,Oberösterreich,52,80,31.2
4274,2327933,2021-06-02,17,4,106,48,5,Salzburg,21,52,7.7
4275,5334198,2021-06-02,36,5,467,93,6,Steiermark,41,98,5.1
4276,4234223,2021-06-02,16,14,178,36,7,Tirol,30,50,28.0
4277,2693527,2021-06-02,9,5,133,61,8,Vorarlberg,14,66,7.6
4278,9786653,2021-06-02,72,30,705,334,9,Wien,102,364,8.2
4279,43048076,2021-06-02,266,136,2430,811,10,Alle,402,947,14.4
4280,1771077,2021-06-03,12,7,98,28,1,Burgenland,19,35,20.0
4281,1515354,2021-06-03,30,5,219,51,2,Kärnten,35,56,8.9
4282,9296476,2021-06-03,42,36,298,86,3,Niederösterreich,78,122,29.5
4283,6347909,2021-06-03,24,19,226,61,4,Oberösterreich,43,80,23.8
4284,2375279,2021-06-03,13,5,110,47,5,Salzburg,18,52,9.6
4285,5407581,2021-06-03,31,6,472,92,6,Steiermark,37,98,6.1
4286,4381873,2021-06-03,16,14,186,36,7,Tirol,30,50,28.0
4287,2713592,2021-06-03,9,5,133,61,8,Vorarlberg,14,66,7.6
4288,9919962,2021-06-03,68,31,709,333,9,Wien,99,364,8.5
4289,43729103,2021-06-03,245,128,2451,795,10,Alle,373,923,13.9
4290,1796354,2021-06-04,13,7,94,28,1,Burgenland,20,35,20.0
4291,1515535,2021-06-04,29,5,221,51,2,Kärnten,34,56,8.9
4292,9343787,2021-06-04,41,36,299,103,3,Niederösterreich,77,139,25.9
4293,6416222,2021-06-04,26,16,224,64,4,Oberösterreich,42,80,20.0
4294,2415076,2021-06-04,14,1,109,51,5,Salzburg,15,52,1.9
4295,5480189,2021-06-04,32,6,473,92,6,Steiermark,38,98,6.1
4296,4401121,2021-06-04,20,15,183,35,7,Tirol,35,50,30.0
4297,2723752,2021-06-04,9,5,133,61,8,Vorarlberg,14,66,7.6
4298,10018309,2021-06-04,63,24,714,340,9,Wien,87,364,6.6
4299,44110345,2021-06-04,247,115,2450,825,10,Alle,362,940,12.2
4300,1820591,2021-06-05,13,7,94,28,1,Burgenland,20,35,20.0
4301,1621778,2021-06-05,28,5,221,51,2,Kärnten,33,56,8.9
4302,9420683,2021-06-05,41,31,299,103,3,Niederösterreich,72,134,23.1
4303,6600593,2021-06-05,23,17,227,63,4,Oberösterreich,40,80,21.2
4304,2473506,2021-06-05,10,4,113,47,5,Salzburg,14,51,7.8
4305,5608953,2021-06-05,23,6,471,92,6,Steiermark,29,98,6.1
4306,4418730,2021-06-05,17,16,186,34,7,Tirol,33,50,32.0
4307,2744656,2021-06-05,8,5,135,61,8,Vorarlberg,13,66,7.6
4308,10149504,2021-06-05,125,59,652,305,9,Wien,184,364,16.2
4309,44858994,2021-06-05,288,150,2398,784,10,Alle,438,934,16.1
4310,1837099,2021-06-06,9,9,100,26,1,Burgenland,18,35,25.7
4311,1622297,2021-06-06,30,4,221,52,2,Kärnten,34,56,7.1
4312,9471896,2021-06-06,38,30,302,107,3,Niederösterreich,68,137,21.9
4313,6700206,2021-06-06,25,17,225,63,4,Oberösterreich,42,80,21.2
4314,2520970,2021-06-06,11,4,112,49,5,Salzburg,15,53,7.5
4315,5692157,2021-06-06,24,8,471,90,6,Steiermark,32,98,8.2
4316,4436149,2021-06-06,21,16,180,32,7,Tirol,37,48,33.3
4317,2756379,2021-06-06,9,5,133,65,8,Vorarlberg,14,70,7.1
4318,10241226,2021-06-06,117,51,660,313,9,Wien,168,364,14.0
4319,45278379,2021-06-06,284,144,2404,797,10,Alle,428,941,15.3
4320,1850359,2021-06-07,9,9,97,26,1,Burgenland,18,35,25.7
4321,1622432,2021-06-07,26,3,222,50,2,Kärnten,29,53,5.7
4322,9505891,2021-06-07,41,31,299,116,3,Niederösterreich,72,147,21.1
4323,6779215,2021-06-07,29,17,221,58,4,Oberösterreich,46,75,22.7
4324,2548188,2021-06-07,11,4,112,48,5,Salzburg,15,52,7.7
4325,5743459,2021-06-07,24,8,472,91,6,Steiermark,32,99,8.1
4326,4453610,2021-06-07,21,16,174,32,7,Tirol,37,48,33.3
4327,2761583,2021-06-07,6,6,136,66,8,Vorarlberg,12,72,8.3
4328,10306257,2021-06-07,113,52,664,312,9,Wien,165,364,14.3
4329,45570994,2021-06-07,280,146,2397,799,10,Alle,426,945,15.4
4330,1865108,2021-06-08,8,8,99,27,1,Burgenland,16,35,22.9
4331,1622983,2021-06-08,28,3,223,50,2,Kärnten,31,53,5.7
4332,9554145,2021-06-08,42,30,298,98,3,Niederösterreich,72,128,23.4
4333,6851691,2021-06-08,25,14,225,61,4,Oberösterreich,39,75,18.7
4334,2592217,2021-06-08,11,4,112,48,5,Salzburg,15,52,7.7
4335,5814485,2021-06-08,30,6,464,94,6,Steiermark,36,100,6.0
4336,4464243,2021-06-08,16,14,172,34,7,Tirol,30,48,29.2
4337,2773203,2021-06-08,2,6,140,63,8,Vorarlberg,8,69,8.7
4338,10444930,2021-06-08,113,42,664,322,9,Wien,155,364,11.5
4339,45983005,2021-06-08,275,127,2397,797,10,Alle,402,924,13.7
4340,1874198,2021-06-09,6,8,98,27,1,Burgenland,14,35,22.9
4341,1623397,2021-06-09,20,3,223,50,2,Kärnten,23,53,5.7
4342,9585653,2021-06-09,37,29,97,90,3,Niederösterreich,66,119,24.4
4343,6916778,2021-06-09,19,15,231,61,4,Oberösterreich,34,76,19.7
4344,2617680,2021-06-09,12,3,111,49,5,Salzburg,15,52,5.8
4345,5888257,2021-06-09,30,5,464,93,6,Steiermark,35,98,5.1
4346,4582056,2021-06-09,13,13,174,35,7,Tirol,26,48,27.1
4347,2781377,2021-06-09,0,6,100,65,8,Vorarlberg,6,71,8.5
4348,10556770,2021-06-09,111,40,666,324,9,Wien,151,364,11.0
4349,46426166,2021-06-09,248,122,2164,794,10,Alle,370,916,13.3
4350,1893858,2021-06-10,8,4,96,31,1,Burgenland,12,35,11.4
4351,1804702,2021-06-10,25,3,223,50,2,Kärnten,28,53,5.7
4352,9623375,2021-06-10,42,25,92,89,3,Niederösterreich,67,114,21.9
4353,6985491,2021-06-10,17,14,233,61,4,Oberösterreich,31,75,18.7
4354,2645894,2021-06-10,10,3,113,49,5,Salzburg,13,52,5.8
4355,5946210,2021-06-10,28,5,466,90,6,Steiermark,33,95,5.3
4356,4590996,2021-06-10,15,12,172,34,7,Tirol,27,46,26.1
4357,2792740,2021-06-10,1,7,99,65,8,Vorarlberg,8,72,9.7
4358,10659403,2021-06-10,98,40,679,324,9,Wien,138,364,11.0
4359,46942669,2021-06-10,244,113,2173,793,10,Alle,357,906,12.5
4360,1905410,2021-06-11,6,4,104,31,1,Burgenland,10,35,11.4
4361,1804890,2021-06-11,25,3,224,50,2,Kärnten,28,53,5.7
4362,9665399,2021-06-11,41,24,93,98,3,Niederösterreich,65,122,19.7
4363,7048854,2021-06-11,17,13,233,62,4,Oberösterreich,30,75,17.3
4364,2672794,2021-06-11,9,3,114,49,5,Salzburg,12,52,5.8
4365,6000972,2021-06-11,18,3,471,93,6,Steiermark,21,96,3.1
4366,4599197,2021-06-11,13,12,176,26,7,Tirol,25,38,31.6
4367,2801409,2021-06-11,3,7,97,65,8,Vorarlberg,10,72,9.7
4368,10769255,2021-06-11,97,28,680,336,9,Wien,125,364,7.7
4369,47268180,2021-06-11,229,97,2192,810,10,Alle,326,907,10.7
4370,1930444,2021-06-12,5,4,103,31,1,Burgenland,9,35,11.4
4371,1805034,2021-06-12,27,3,223,51,2,Kärnten,30,54,5.6
4372,9715155,2021-06-12,38,25,96,115,3,Niederösterreich,63,140,17.9
4373,7145413,2021-06-12,14,11,236,64,4,Oberösterreich,25,75,14.7
4374,2712073,2021-06-12,10,2,113,50,5,Salzburg,12,52,3.8
4375,6091501,2021-06-12,9,3,481,94,6,Steiermark,12,97,3.1
4376,4611397,2021-06-12,13,11,168,26,7,Tirol,24,37,29.7
4377,2818988,2021-06-12,3,7,97,65,8,Vorarlberg,10,72,9.7
4378,10895429,2021-06-12,98,33,679,331,9,Wien,131,364,9.1
4379,47725434,2021-06-12,217,99,2196,827,10,Alle,316,926,10.7
4380,1944166,2021-06-13,6,4,104,31,1,Burgenland,10,35,11.4
4381,1805141,2021-06-13,28,3,222,51,2,Kärnten,31,54,5.6
4382,9797671,2021-06-13,38,25,96,115,3,Niederösterreich,63,140,17.9
4383,7240165,2021-06-13,15,11,235,64,4,Oberösterreich,26,75,14.7
4384,2751407,2021-06-13,10,2,113,50,5,Salzburg,12,52,3.8
4385,6171433,2021-06-13,9,3,481,94,6,Steiermark,12,97,3.1
4386,4620870,2021-06-13,12,11,168,26,7,Tirol,23,37,29.7
4387,2828315,2021-06-13,3,7,97,65,8,Vorarlberg,10,72,9.7
4388,10986811,2021-06-13,98,33,679,331,9,Wien,131,364,9.1
4389,48145979,2021-06-13,219,99,2195,827,10,Alle,318,926,10.7
4390,1959166,2021-06-14,6,3,104,32,1,Burgenland,9,35,8.6
4391,1805558,2021-06-14,26,3,223,51,2,Kärnten,29,54,5.6
4392,9832538,2021-06-14,28,26,106,111,3,Niederösterreich,54,137,19.0
4393,7331751,2021-06-14,16,11,234,64,4,Oberösterreich,27,75,14.7
4394,2782675,2021-06-14,8,1,115,51,5,Salzburg,9,52,1.9
4395,6235105,2021-06-14,10,3,481,96,6,Steiermark,13,99,3.0
4396,4631104,2021-06-14,12,11,170,27,7,Tirol,23,38,28.9
4397,2832446,2021-06-14,4,7,96,67,8,Vorarlberg,11,74,9.5
4398,11048387,2021-06-14,98,33,679,331,9,Wien,131,364,9.1
4399,48458730,2021-06-14,208,98,2208,830,10,Alle,306,928,10.6
4400,1972399,2021-06-15,4,3,105,32,1,Burgenland,7,35,8.6
4401,1805701,2021-06-15,26,3,224,51,2,Kärnten,29,54,5.6
4402,9872454,2021-06-15,30,25,104,96,3,Niederösterreich,55,121,20.7
4403,7391731,2021-06-15,16,12,234,63,4,Oberösterreich,28,75,16.0
4404,2829182,2021-06-15,8,1,115,51,5,Salzburg,9,52,1.9
4405,6302992,2021-06-15,9,2,482,97,6,Steiermark,11,99,2.0
4406,4639446,2021-06-15,12,9,150,29,7,Tirol,21,38,23.7
4407,2842061,2021-06-15,4,6,96,65,8,Vorarlberg,10,71,8.5
4408,11157197,2021-06-15,96,33,681,331,9,Wien,129,364,9.1
4409,48813163,2021-06-15,205,94,2191,815,10,Alle,299,909,10.3
4410,1983066,2021-06-16,3,3,107,32,1,Burgenland,6,35,8.6
4411,1806568,2021-06-16,25,3,224,50,2,Kärnten,28,53,5.7
4412,9956708,2021-06-16,28,22,106,90,3,Niederösterreich,50,112,19.6
4413,7457570,2021-06-16,11,12,239,63,4,Oberösterreich,23,75,16.0
4414,2855325,2021-06-16,8,1,110,51,5,Salzburg,9,52,1.9
4415,6356020,2021-06-16,10,2,485,100,6,Steiermark,12,102,2.0
4416,4645623,2021-06-16,12,9,146,29,7,Tirol,21,38,23.7
4417,2849408,2021-06-16,4,6,96,67,8,Vorarlberg,10,73,8.2
4418,11257571,2021-06-16,87,34,690,330,9,Wien,121,364,9.3
4419,49167859,2021-06-16,188,92,2203,812,10,Alle,280,904,10.2
4420,1995247,2021-06-17,4,3,108,32,1,Burgenland,7,35,8.6
4421,1975056,2021-06-17,25,3,223,50,2,Kärnten,28,53,5.7
4422,10028225,2021-06-17,27,21,107,92,3,Niederösterreich,48,113,18.6
4423,7528779,2021-06-17,11,11,242,64,4,Oberösterreich,22,75,14.7
4424,2884812,2021-06-17,7,1,111,51,5,Salzburg,8,52,1.9
4425,6407654,2021-06-17,10,1,186,54,6,Steiermark,11,55,1.8
4426,4653426,2021-06-17,13,8,147,29,7,Tirol,21,37,21.6
4427,2858657,2021-06-17,4,6,96,67,8,Vorarlberg,10,73,8.2
4428,11362050,2021-06-17,84,32,693,332,9,Wien,116,364,8.8
4429,49693906,2021-06-17,185,86,1913,771,10,Alle,271,857,10.0
4430,2006024,2021-06-18,5,3,106,32,1,Burgenland,8,35,8.6
4431,1977261,2021-06-18,22,3,227,51,2,Kärnten,25,54,5.6
4432,10116833,2021-06-18,26,20,108,77,3,Niederösterreich,46,97,20.6
4433,7595397,2021-06-18,7,11,243,64,4,Oberösterreich,18,75,14.7
4434,2913134,2021-06-18,10,1,108,48,5,Salzburg,11,49,2.0
4435,6469877,2021-06-18,7,0,189,51,6,Steiermark,7,51,0.0
4436,4772236,2021-06-18,11,7,158,31,7,Tirol,18,38,18.4
4437,2865649,2021-06-18,1,6,99,62,8,Vorarlberg,7,68,8.8
4438,11467186,2021-06-18,86,33,691,331,9,Wien,119,364,9.1
4439,50183597,2021-06-18,175,84,1929,747,10,Alle,259,831,10.1
4440,2026391,2021-06-19,5,3,108,32,1,Burgenland,8,35,8.6
4441,1977462,2021-06-19,21,3,227,51,2,Kärnten,24,54,5.6
4442,10222213,2021-06-19,24,21,110,96,3,Niederösterreich,45,117,17.9
4443,7687434,2021-06-19,7,11,243,64,4,Oberösterreich,18,75,14.7
4444,2950878,2021-06-19,9,1,109,51,5,Salzburg,10,52,1.9
4445,6555795,2021-06-19,6,0,190,51,6,Steiermark,6,51,0.0
4446,4783428,2021-06-19,9,7,162,30,7,Tirol,16,37,18.9
4447,2879780,2021-06-19,1,6,99,62,8,Vorarlberg,7,68,8.8
4448,11580548,2021-06-19,82,31,695,333,9,Wien,113,364,8.5
4449,50663929,2021-06-19,164,83,1943,770,10,Alle,247,853,9.7
4450,2039220,2021-06-20,4,3,108,32,1,Burgenland,7,35,8.6
4451,1977544,2021-06-20,21,3,227,51,2,Kärnten,24,54,5.6
4452,10320165,2021-06-20,24,21,110,114,3,Niederösterreich,45,135,15.6
4453,7776776,2021-06-20,6,11,244,64,4,Oberösterreich,17,75,14.7
4454,2988333,2021-06-20,8,1,110,51,5,Salzburg,9,52,1.9
4455,6634725,2021-06-20,6,0,190,52,6,Steiermark,6,52,0.0
4456,4792662,2021-06-20,8,7,160,31,7,Tirol,15,38,18.4
4457,2886022,2021-06-20,1,6,99,62,8,Vorarlberg,7,68,8.8
4458,11667419,2021-06-20,86,32,691,332,9,Wien,118,364,8.8
4459,51082866,2021-06-20,164,84,1939,789,10,Alle,248,873,9.6
4460,2052395,2021-06-21,3,3,109,32,1,Burgenland,6,35,8.6
4461,1977658,2021-06-21,19,2,227,51,2,Kärnten,21,53,3.8
4462,10414049,2021-06-21,23,19,111,116,3,Niederösterreich,42,135,14.1
4463,7863422,2021-06-21,11,11,245,64,4,Oberösterreich,22,75,14.7
4464,3019003,2021-06-21,8,1,110,51,5,Salzburg,9,52,1.9
4465,6702817,2021-06-21,6,0,190,52,6,Steiermark,6,52,0.0
4466,4801848,2021-06-21,10,7,153,29,7,Tirol,17,36,19.4
4467,2889717,2021-06-21,4,4,96,67,8,Vorarlberg,8,71,5.6
4468,11736974,2021-06-21,80,33,697,331,9,Wien,113,364,9.1
4469,51457883,2021-06-21,164,80,1938,793,10,Alle,244,873,9.2
4470,2063940,2021-06-22,5,2,107,33,1,Burgenland,7,35,5.7
4471,1978219,2021-06-22,19,2,225,51,2,Kärnten,21,53,3.8
4472,10484220,2021-06-22,27,18,107,103,3,Niederösterreich,45,121,14.9
4473,7920724,2021-06-22,12,12,238,63,4,Oberösterreich,24,75,16.0
4474,3052367,2021-06-22,8,0,110,52,5,Salzburg,8,52,0.0
4475,6766613,2021-06-22,6,0,190,52,6,Steiermark,6,52,0.0
4476,4809465,2021-06-22,9,6,148,30,7,Tirol,15,36,16.7
4477,3288639,2021-06-22,6,2,94,67,8,Vorarlberg,8,69,2.9
4478,11799322,2021-06-22,77,31,700,333,9,Wien,108,364,8.5
4479,52163509,2021-06-22,169,73,1919,784,10,Alle,242,857,8.5
4480,2073449,2021-06-23,5,2,98,33,1,Burgenland,7,35,5.7
4481,1981055,2021-06-23,20,2,224,51,2,Kärnten,22,53,3.8
4482,10553682,2021-06-23,23,17,111,107,3,Niederösterreich,40,124,13.7
4483,7973461,2021-06-23,8,12,242,63,4,Oberösterreich,20,75,16.0
4484,3074226,2021-06-23,3,0,105,51,5,Salzburg,3,51,0.0
4485,6853661,2021-06-23,4,0,192,52,6,Steiermark,4,52,0.0
4486,4815067,2021-06-23,6,7,150,31,7,Tirol,13,38,18.4
4487,3302104,2021-06-23,5,2,95,67,8,Vorarlberg,7,69,2.9
4488,11926667,2021-06-23,83,28,694,336,9,Wien,111,364,7.7
4489,52553372,2021-06-23,157,70,1911,791,10,Alle,227,861,8.1
4490,2083776,2021-06-24,5,2,107,33,1,Burgenland,7,35,5.7
4491,1981250,2021-06-24,21,2,224,51,2,Kärnten,23,53,3.8
4492,10621263,2021-06-24,19,15,115,100,3,Niederösterreich,34,115,13.0
4493,7994979,2021-06-24,8,11,242,64,4,Oberösterreich,19,75,14.7
4494,3097940,2021-06-24,3,0,105,50,5,Salzburg,3,50,0.0
4495,6909925,2021-06-24,3,1,193,50,6,Steiermark,4,51,2.0
4496,4821648,2021-06-24,7,6,146,30,7,Tirol,13,36,16.7
4497,3317855,2021-06-24,4,2,96,70,8,Vorarlberg,6,72,2.8
4498,12015642,2021-06-24,76,32,701,332,9,Wien,108,364,8.8
4499,52844278,2021-06-24,146,71,1929,780,10,Alle,217,851,8.3
4500,2093723,2021-06-25,5,2,104,33,1,Burgenland,7,35,5.7
4501,1981348,2021-06-25,18,2,226,51,2,Kärnten,20,53,3.8
4502,10690025,2021-06-25,13,14,121,112,3,Niederösterreich,27,126,11.1
