,TestGesamt,MeldeDatum,FZHosp,FZICU,FZHospFree,FZICUFree,BundeslandID,Bundesland,Hospitalizations_total,ICU_capacity,ICU_perc
1801,76968,2020-09-28,10,1,70,39,2,Kärnten,11,40,2.5
1802,263105,2020-09-28,74,13,2591,157,3,Niederösterreich,87,170,7.6
1803,204685,2020-09-28,39,5,2646,69,4,Oberösterreich,44,74,6.8
1804,69193,2020-09-28,7,2,95,2,5,Salzburg,9,4,50.0
1805,151875,2020-09-28,40,8,1420,95,6,Steiermark,48,103,7.8
1806,229398,2020-09-28,25,4,13,44,7,Tirol,29,48,8.3
1807,87118,2020-09-28,3,5,76,7,8,Vorarlberg,8,12,41.7
1808,441145,2020-09-28,177,48,2214,247,9,Wien,225,295,16.3
1809,1569992,2020-09-28,381,88,9488,675,10,Alle,469,763,11.5
1810,47338,2020-09-29,6,3,325,16,1,Burgenland,9,19,15.8
1811,78010,2020-09-29,10,1,70,39,2,Kärnten,11,40,2.5
1812,265717,2020-09-29,80,13,2593,157,3,Niederösterreich,93,170,7.6
1813,206403,2020-09-29,45,6,2053,57,4,Oberösterreich,51,63,9.5
1814,69696,2020-09-29,8,2,94,2,5,Salzburg,10,4,50.0
1815,153499,2020-09-29,40,9,909,88,6,Steiermark,49,97,9.3
1816,229719,2020-09-29,22,4,15,37,7,Tirol,26,41,9.8
1817,88155,2020-09-29,5,3,76,14,8,Vorarlberg,8,17,17.6
1818,448041,2020-09-29,185,49,2219,238,9,Wien,234,287,17.1
1819,1586578,2020-09-29,401,90,8354,648,10,Alle,491,738,12.2
1820,47996,2020-09-30,6,3,298,16,1,Burgenland,9,19,15.8
1821,78719,2020-09-30,8,2,72,38,2,Kärnten,10,40,5.0
1822,267881,2020-09-30,77,13,1815,157,3,Niederösterreich,90,170,7.6
1823,208280,2020-09-30,44,5,1930,57,4,Oberösterreich,49,62,8.1
1824,84422,2020-09-30,11,1,91,3,5,Salzburg,12,4,25.0
1825,154854,2020-09-30,42,7,872,85,6,Steiermark,49,92,7.6
1826,231619,2020-09-30,19,4,16,37,7,Tirol,23,41,9.8
1827,89928,2020-09-30,7,3,77,12,8,Vorarlberg,10,15,20.0
1828,454288,2020-09-30,192,52,2050,235,9,Wien,244,287,18.1
1829,1617987,2020-09-30,406,90,7221,640,10,Alle,496,730,12.3
1830,49020,2020-10-01,8,4,286,15,1,Burgenland,12,19,21.1
1831,79599,2020-10-01,7,2,73,38,2,Kärnten,9,40,5.0
1832,269904,2020-10-01,75,12,1653,158,3,Niederösterreich,87,170,7.1
1833,210372,2020-10-01,42,5,1949,48,4,Oberösterreich,47,53,9.4
1834,85056,2020-10-01,13,1,89,3,5,Salzburg,14,4,25.0
1835,157184,2020-10-01,41,11,924,92,6,Steiermark,52,103,10.7
1836,233645,2020-10-01,17,5,18,33,7,Tirol,22,38,13.2
1837,90938,2020-10-01,6,4,74,11,8,Vorarlberg,10,15,26.7
1838,460855,2020-10-01,186,54,1995,252,9,Wien,240,306,17.6
1839,1636573,2020-10-01,395,98,7061,650,10,Alle,493,748,13.1
1840,49410,2020-10-02,11,4,300,18,1,Burgenland,15,22,18.2
1841,82267,2020-10-02,5,2,75,38,2,Kärnten,7,40,5.0
1842,273276,2020-10-02,70,15,1468,155,3,Niederösterreich,85,170,8.8
1843,212111,2020-10-02,42,4,1924,49,4,Oberösterreich,46,53,7.5
1844,86895,2020-10-02,11,1,91,3,5,Salzburg,12,4,25.0
1845,159638,2020-10-02,41,10,747,89,6,Steiermark,51,99,10.1
1846,235258,2020-10-02,17,5,18,33,7,Tirol,22,38,13.2
1847,92357,2020-10-02,8,4,72,8,8,Vorarlberg,12,12,33.3
1848,467200,2020-10-02,167,55,1966,237,9,Wien,222,292,18.8
1849,1658412,2020-10-02,372,100,6661,630,10,Alle,472,730,13.7
1850,49714,2020-10-03,13,2,360,14,1,Burgenland,15,16,12.5
1851,82810,2020-10-03,7,1,73,39,2,Kärnten,8,40,2.5
1852,275412,2020-10-03,70,15,1561,155,3,Niederösterreich,85,170,8.8
1853,213843,2020-10-03,42,4,1924,49,4,Oberösterreich,46,53,7.5
1854,87512,2020-10-03,11,1,91,3,5,Salzburg,12,4,25.0
1855,161913,2020-10-03,42,10,891,90,6,Steiermark,52,100,10.0
1856,237118,2020-10-03,24,5,60,65,7,Tirol,29,70,7.1
1857,93387,2020-10-03,18,5,66,12,8,Vorarlberg,23,17,29.4
1858,472159,2020-10-03,170,54,2158,246,9,Wien,224,300,18.0
1859,1673868,2020-10-03,397,97,7184,673,10,Alle,494,770,12.6
1860,50109,2020-10-04,11,4,361,14,1,Burgenland,15,18,22.2
1861,83060,2020-10-04,5,2,75,38,2,Kärnten,7,40,5.0
1862,277858,2020-10-04,64,15,1732,155,3,Niederösterreich,79,170,8.8
1863,214919,2020-10-04,42,4,1924,49,4,Oberösterreich,46,53,7.5
1864,87797,2020-10-04,12,0,90,4,5,Salzburg,12,4,0.0
1865,162945,2020-10-04,29,11,1356,90,6,Steiermark,40,101,10.9
1866,238640,2020-10-04,24,5,60,65,7,Tirol,29,70,7.1
1867,95290,2020-10-04,18,5,66,12,8,Vorarlberg,23,17,29.4
1868,475755,2020-10-04,168,57,2215,247,9,Wien,225,304,18.8
1869,1686373,2020-10-04,373,103,7879,674,10,Alle,476,777,13.3
1870,50283,2020-10-05,14,2,328,15,1,Burgenland,16,17,11.8
1871,83251,2020-10-05,6,2,74,38,2,Kärnten,8,40,5.0
1872,280640,2020-10-05,67,15,2612,155,3,Niederösterreich,82,170,8.8
1873,218323,2020-10-05,39,5,2569,80,4,Oberösterreich,44,85,5.9
1874,88215,2020-10-05,11,1,91,3,5,Salzburg,12,4,25.0
1875,163011,2020-10-05,32,11,1428,101,6,Steiermark,43,112,9.8
1876,239498,2020-10-05,24,5,60,65,7,Tirol,29,70,7.1
1877,96312,2020-10-05,13,5,66,12,8,Vorarlberg,18,17,29.4
1878,478735,2020-10-05,181,55,2341,265,9,Wien,236,320,17.2
1879,1698268,2020-10-05,387,101,9569,734,10,Alle,488,835,12.1
1880,51576,2020-10-06,10,4,308,17,1,Burgenland,14,21,19.0
1881,83925,2020-10-06,8,2,72,38,2,Kärnten,10,40,5.0
1882,283329,2020-10-06,71,17,2602,153,3,Niederösterreich,88,170,10.0
1883,219940,2020-10-06,48,5,1952,67,4,Oberösterreich,53,72,6.9
1884,89055,2020-10-06,12,1,90,3,5,Salzburg,13,4,25.0
1885,165584,2020-10-06,35,12,1069,86,6,Steiermark,47,98,12.2
1886,240971,2020-10-06,19,3,63,81,7,Tirol,22,84,3.6
1887,97220,2020-10-06,13,5,66,12,8,Vorarlberg,18,17,29.4
1888,484905,2020-10-06,181,52,2134,269,9,Wien,233,321,16.2
1889,1716505,2020-10-06,397,101,8356,726,10,Alle,498,827,12.2
1890,52368,2020-10-07,9,5,274,17,1,Burgenland,14,22,22.7
1891,84705,2020-10-07,9,1,71,39,2,Kärnten,10,40,2.5
1892,285846,2020-10-07,76,14,1752,156,3,Niederösterreich,90,170,8.2
1893,222197,2020-10-07,48,5,1815,67,4,Oberösterreich,53,72,6.9
1894,89963,2020-10-07,14,1,88,3,5,Salzburg,15,4,25.0
1895,167346,2020-10-07,31,10,967,68,6,Steiermark,41,78,12.8
1896,243540,2020-10-07,23,3,49,12,7,Tirol,26,15,20.0
1897,98017,2020-10-07,13,4,67,8,8,Vorarlberg,17,12,33.3
1898,491112,2020-10-07,202,57,2004,251,9,Wien,259,308,18.5
1899,1735094,2020-10-07,425,100,7087,621,10,Alle,525,721,13.9
1900,52832,2020-10-08,9,5,287,17,1,Burgenland,14,22,22.7
1901,85501,2020-10-08,9,2,71,98,2,Kärnten,11,100,2.0
1902,289066,2020-10-08,73,14,1546,156,3,Niederösterreich,87,170,8.2
1903,224371,2020-10-08,49,5,1829,57,4,Oberösterreich,54,62,8.1
1904,91634,2020-10-08,14,1,88,3,5,Salzburg,15,4,25.0
1905,169436,2020-10-08,31,10,967,68,6,Steiermark,41,78,12.8
1906,245706,2020-10-08,25,3,53,12,7,Tirol,28,15,20.0
1907,98888,2020-10-08,13,4,67,8,8,Vorarlberg,17,12,33.3
1908,499422,2020-10-08,176,63,1880,246,9,Wien,239,309,20.4
1909,1756856,2020-10-08,399,107,6788,665,10,Alle,506,772,13.9
1910,54075,2020-10-09,6,5,257,13,1,Burgenland,11,18,27.8
1911,87604,2020-10-09,9,2,71,38,2,Kärnten,11,40,5.0
1912,291469,2020-10-09,74,16,1383,154,3,Niederösterreich,90,170,9.4
1913,226649,2020-10-09,53,4,1840,69,4,Oberösterreich,57,73,5.5
1914,92377,2020-10-09,16,1,86,3,5,Salzburg,17,4,25.0
1915,172004,2020-10-09,36,5,913,85,6,Steiermark,41,90,5.6
1916,247667,2020-10-09,25,3,59,12,7,Tirol,28,15,20.0
1917,100172,2020-10-09,10,7,67,6,8,Vorarlberg,17,13,53.8
1918,503414,2020-10-09,176,60,1951,247,9,Wien,236,307,19.5
1919,1775431,2020-10-09,405,103,6627,627,10,Alle,508,730,14.1
1920,54437,2020-10-10,7,6,310,17,1,Burgenland,13,23,26.1
1921,88356,2020-10-10,11,2,69,38,2,Kärnten,13,40,5.0
1922,294868,2020-10-10,70,14,1413,156,3,Niederösterreich,84,170,8.2
1923,228714,2020-10-10,53,4,1840,69,4,Oberösterreich,57,73,5.5
1924,93704,2020-10-10,17,1,85,44,5,Salzburg,18,45,2.2
1925,174525,2020-10-10,40,6,1015,95,6,Steiermark,46,101,5.9
1926,249588,2020-10-10,23,7,49,9,7,Tirol,30,16,43.8
1927,101781,2020-10-10,14,6,64,8,8,Vorarlberg,20,14,42.9
1928,509414,2020-10-10,175,53,2004,264,9,Wien,228,317,16.7
1929,1795387,2020-10-10,410,99,6849,700,10,Alle,509,799,12.4
1930,55106,2020-10-11,7,6,322,23,1,Burgenland,13,29,20.7
1931,88566,2020-10-11,8,2,72,38,2,Kärnten,10,40,5.0
1932,297659,2020-10-11,73,13,1689,157,3,Niederösterreich,86,170,7.6
1933,230231,2020-10-11,53,4,1840,69,4,Oberösterreich,57,73,5.5
1934,94191,2020-10-11,22,2,76,43,5,Salzburg,24,45,4.4
1935,175745,2020-10-11,44,5,1397,91,6,Steiermark,49,96,5.2
1936,251328,2020-10-11,23,7,49,9,7,Tirol,30,16,43.8
1937,103080,2020-10-11,20,6,64,8,8,Vorarlberg,26,14,42.9
1938,513357,2020-10-11,181,51,2241,285,9,Wien,232,336,15.2
1939,1809263,2020-10-11,431,96,7750,723,10,Alle,527,819,11.7
1940,55492,2020-10-12,11,4,304,23,1,Burgenland,15,27,14.8
1941,88853,2020-10-12,10,2,70,38,2,Kärnten,12,40,5.0
1942,299725,2020-10-12,70,13,2537,157,3,Niederösterreich,83,170,7.6
1943,233607,2020-10-12,63,7,2644,72,4,Oberösterreich,70,79,8.9
1944,94730,2020-10-12,21,2,77,43,5,Salzburg,23,45,4.4
1945,177313,2020-10-12,44,7,1473,86,6,Steiermark,51,93,7.5
1946,252527,2020-10-12,23,7,49,9,7,Tirol,30,16,43.8
1947,104286,2020-10-12,20,6,64,8,8,Vorarlberg,26,14,42.9
1948,516398,2020-10-12,202,49,2292,277,9,Wien,251,326,15.0
1949,1822931,2020-10-12,464,97,9510,713,10,Alle,561,810,12.0
1950,55779,2020-10-13,12,4,270,21,1,Burgenland,16,25,16.0
1951,89664,2020-10-13,9,2,71,38,2,Kärnten,11,40,5.0
1952,302515,2020-10-13,83,18,2540,152,3,Niederösterreich,101,170,10.6
1953,235197,2020-10-13,69,7,2116,72,4,Oberösterreich,76,79,8.9
1954,95693,2020-10-13,28,1,70,44,5,Salzburg,29,45,2.2
1955,178888,2020-10-13,46,7,1079,77,6,Steiermark,53,84,8.3
1956,254271,2020-10-13,37,8,36,10,7,Tirol,45,18,44.4
1957,105354,2020-10-13,17,4,67,27,8,Vorarlberg,21,31,12.9
1958,527278,2020-10-13,203,56,2234,258,9,Wien,259,314,17.8
1959,1844639,2020-10-13,504,107,8483,699,10,Alle,611,806,13.3
1960,56187,2020-10-14,13,4,254,22,1,Burgenland,17,26,15.4
1961,90495,2020-10-14,10,2,70,38,2,Kärnten,12,40,5.0
1962,305198,2020-10-14,91,20,1714,150,3,Niederösterreich,111,170,11.8
1963,237453,2020-10-14,74,7,1889,64,4,Oberösterreich,81,71,9.9
1964,96797,2020-10-14,28,2,70,43,5,Salzburg,30,45,4.4
1965,180738,2020-10-14,55,9,950,85,6,Steiermark,64,94,9.6
1966,255973,2020-10-14,44,8,35,10,7,Tirol,52,18,44.4
1967,106030,2020-10-14,18,4,66,15,8,Vorarlberg,22,19,21.1
1968,532801,2020-10-14,209,56,2056,255,9,Wien,265,311,18.0
1969,1861672,2020-10-14,542,112,7104,682,10,Alle,654,794,14.1
1970,57997,2020-10-15,13,4,251,23,1,Burgenland,17,27,14.8
1971,91346,2020-10-15,10,2,70,38,2,Kärnten,12,40,5.0
1972,307330,2020-10-15,83,20,1441,150,3,Niederösterreich,103,170,11.8
1973,239513,2020-10-15,80,11,1846,61,4,Oberösterreich,91,72,15.3
1974,97777,2020-10-15,31,4,67,41,5,Salzburg,35,45,8.9
1975,182823,2020-10-15,60,12,882,90,6,Steiermark,72,102,11.8
1976,259232,2020-10-15,45,7,30,8,7,Tirol,52,15,46.7
1977,107118,2020-10-15,19,4,65,17,8,Vorarlberg,23,21,19.0
1978,538349,2020-10-15,204,55,1831,277,9,Wien,259,332,16.6
1979,1881485,2020-10-15,545,119,6483,705,10,Alle,664,824,14.4
1980,58645,2020-10-16,18,4,270,18,1,Burgenland,22,22,18.2
1981,93535,2020-10-16,11,2,69,38,2,Kärnten,13,40,5.0
1982,312078,2020-10-16,92,19,1271,151,3,Niederösterreich,111,170,11.2
1983,241698,2020-10-16,96,13,1920,60,4,Oberösterreich,109,73,17.8
1984,98891,2020-10-16,29,5,73,40,5,Salzburg,34,45,11.1
1985,185114,2020-10-16,64,12,902,98,6,Steiermark,76,110,10.9
1986,261099,2020-10-16,51,8,33,10,7,Tirol,59,18,44.4
1987,108195,2020-10-16,19,4,65,17,8,Vorarlberg,23,21,19.0
1988,538349,2020-10-16,204,55,1831,277,9,Wien,259,332,16.6
1989,1897604,2020-10-16,584,122,6434,709,10,Alle,706,831,14.7
1990,62627,2020-10-17,18,4,351,69,1,Burgenland,22,73,5.5
1991,94104,2020-10-17,9,2,71,38,2,Kärnten,11,40,5.0
1992,316800,2020-10-17,100,21,1327,149,3,Niederösterreich,121,170,12.4
1993,243541,2020-10-17,104,14,2482,75,4,Oberösterreich,118,89,15.7
1994,101178,2020-10-17,38,5,71,40,5,Salzburg,43,45,11.1
1995,186282,2020-10-17,64,15,929,88,6,Steiermark,79,103,14.6
1996,264968,2020-10-17,46,7,39,11,7,Tirol,53,18,38.9
1997,110142,2020-10-17,19,5,65,7,8,Vorarlberg,24,12,41.7
1998,543071,2020-10-17,196,57,1867,231,9,Wien,253,288,19.8
1999,1922713,2020-10-17,594,130,7202,708,10,Alle,724,838,15.5
2000,60141,2020-10-18,17,5,381,21,1,Burgenland,22,26,19.2
2001,94311,2020-10-18,10,2,70,38,2,Kärnten,12,40,5.0
2002,318846,2020-10-18,93,22,1515,148,3,Niederösterreich,115,170,12.9
2003,245151,2020-10-18,118,16,2845,79,4,Oberösterreich,134,95,16.8
2004,102562,2020-10-18,34,5,75,40,5,Salzburg,39,45,11.1
2005,188162,2020-10-18,60,16,1324,99,6,Steiermark,76,115,13.9
2006,266936,2020-10-18,46,7,39,11,7,Tirol,53,18,38.9
2007,112147,2020-10-18,14,5,58,7,8,Vorarlberg,19,12,41.7
2008,549772,2020-10-18,215,57,2226,251,9,Wien,272,308,18.5
2009,1938028,2020-10-18,607,135,8533,694,10,Alle,742,829,16.3
2010,60416,2020-10-19,22,5,293,17,1,Burgenland,27,22,22.7
2011,94592,2020-10-19,14,3,66,37,2,Kärnten,17,40,7.5
2012,323137,2020-10-19,101,26,2395,144,3,Niederösterreich,127,170,15.3
2013,248228,2020-10-19,141,16,2587,86,4,Oberösterreich,157,102,15.7
2014,103442,2020-10-19,31,5,78,40,5,Salzburg,36,45,11.1
2015,189023,2020-10-19,72,16,1379,103,6,Steiermark,88,119,13.4
2016,267857,2020-10-19,46,7,39,11,7,Tirol,53,18,38.9
2017,113560,2020-10-19,14,5,58,7,8,Vorarlberg,19,12,41.7
2018,552323,2020-10-19,213,62,2282,242,9,Wien,275,304,20.4
2019,1952578,2020-10-19,654,145,9177,687,10,Alle,799,832,17.4
2020,60750,2020-10-20,20,4,282,12,1,Burgenland,24,16,25.0
2021,95081,2020-10-20,17,3,63,37,2,Kärnten,20,40,7.5
2022,326005,2020-10-20,110,22,2414,148,3,Niederösterreich,132,170,12.9
2023,250069,2020-10-20,154,19,2034,76,4,Oberösterreich,173,95,20.0
2024,104853,2020-10-20,45,4,64,41,5,Salzburg,49,45,8.9
2025,192341,2020-10-20,88,19,1118,100,6,Steiermark,107,119,16.0
2026,271062,2020-10-20,68,11,32,8,7,Tirol,79,19,57.9
2027,114577,2020-10-20,23,6,40,15,8,Vorarlberg,29,21,28.6
2028,557309,2020-10-20,219,57,2160,256,9,Wien,276,313,18.2
2029,1972047,2020-10-20,744,145,8207,693,10,Alle,889,838,17.3
2030,61246,2020-10-21,24,4,269,16,1,Burgenland,28,20,20.0
2031,95953,2020-10-21,25,3,55,37,2,Kärnten,28,40,7.5
2032,330551,2020-10-21,118,25,1602,145,3,Niederösterreich,143,170,14.7
2033,252446,2020-10-21,163,19,1931,61,4,Oberösterreich,182,80,23.8
2034,107024,2020-10-21,53,4,56,41,5,Salzburg,57,45,8.9
2035,194654,2020-10-21,99,17,863,89,6,Steiermark,116,106,16.0
2036,273376,2020-10-21,81,8,22,10,7,Tirol,89,18,44.4
2037,115128,2020-10-21,25,7,37,15,8,Vorarlberg,32,22,31.8
2038,562746,2020-10-21,225,60,2034,227,9,Wien,285,287,20.9
2039,1993124,2020-10-21,813,147,6869,641,10,Alle,960,788,18.7
2040,61631,2020-10-22,25,5,292,18,1,Burgenland,30,23,21.7
2041,96733,2020-10-22,27,2,53,38,2,Kärnten,29,40,5.0
2042,335649,2020-10-22,121,25,1402,145,3,Niederösterreich,146,170,14.7
2043,255451,2020-10-22,177,18,1995,55,4,Oberösterreich,195,73,24.7
2044,108705,2020-10-22,48,10,61,35,5,Salzburg,58,45,22.2
2045,197076,2020-10-22,97,18,969,88,6,Steiermark,115,106,17.0
2046,277272,2020-10-22,87,8,33,11,7,Tirol,95,19,42.1
2047,115952,2020-10-22,30,8,34,12,8,Vorarlberg,38,20,40.0
2048,569933,2020-10-22,229,67,1961,225,9,Wien,296,292,22.9
2049,2018402,2020-10-22,841,161,6800,627,10,Alle,1002,788,20.4
2050,62054,2020-10-23,27,4,280,18,1,Burgenland,31,22,18.2
2051,99065,2020-10-23,28,2,52,38,2,Kärnten,30,40,5.0
2052,341165,2020-10-23,133,23,1253,147,3,Niederösterreich,156,170,13.5
2053,258693,2020-10-23,190,21,2025,64,4,Oberösterreich,211,85,24.7
2054,110632,2020-10-23,63,8,46,37,5,Salzburg,71,45,17.8
2055,199831,2020-10-23,106,21,887,87,6,Steiermark,127,108,19.4
2056,280370,2020-10-23,91,8,28,11,7,Tirol,99,19,42.1
2057,117119,2020-10-23,31,9,36,8,8,Vorarlberg,40,17,52.9
2058,577497,2020-10-23,231,62,1972,218,9,Wien,293,280,22.1
2059,2046426,2020-10-23,900,158,6579,628,10,Alle,1058,786,20.1
2060,62636,2020-10-24,27,4,360,16,1,Burgenland,31,20,20.0
2061,99791,2020-10-24,29,3,51,37,2,Kärnten,32,40,7.5
2062,345280,2020-10-24,134,24,1238,146,3,Niederösterreich,158,170,14.1
2063,261789,2020-10-24,239,24,2664,55,4,Oberösterreich,263,79,30.4
2064,111683,2020-10-24,68,11,48,34,5,Salzburg,79,45,24.4
2065,202767,2020-10-24,134,21,1014,93,6,Steiermark,155,114,18.4
2066,283126,2020-10-24,99,8,37,11,7,Tirol,107,19,42.1
2067,118567,2020-10-24,32,11,32,9,8,Vorarlberg,43,20,55.0
2068,584976,2020-10-24,240,69,2114,236,9,Wien,309,305,22.6
2069,2070615,2020-10-24,1002,175,7558,637,10,Alle,1177,812,21.6
2070,64395,2020-10-25,27,3,393,14,1,Burgenland,30,17,17.6
2071,100058,2020-10-25,40,3,40,37,2,Kärnten,43,40,7.5
2072,346917,2020-10-25,126,28,1452,142,3,Niederösterreich,154,170,16.5
2073,264424,2020-10-25,257,25,2967,83,4,Oberösterreich,282,108,23.1
2074,112986,2020-10-25,74,11,35,34,5,Salzburg,85,45,24.4
2075,204392,2020-10-25,144,19,1520,102,6,Steiermark,163,121,15.7
2076,284908,2020-10-25,99,8,37,11,7,Tirol,107,19,42.1
2077,120047,2020-10-25,32,11,32,9,8,Vorarlberg,43,20,55.0
2078,590232,2020-10-25,252,66,2307,231,9,Wien,318,297,22.2
2079,2088359,2020-10-25,1051,174,8783,663,10,Alle,1225,837,20.8
2080,64980,2020-10-26,27,5,375,16,1,Burgenland,32,21,23.8
2081,100391,2020-10-26,44,4,56,36,2,Kärnten,48,40,10.0
2082,350675,2020-10-26,148,27,2379,143,3,Niederösterreich,175,170,15.9
2083,269150,2020-10-26,289,27,3034,74,4,Oberösterreich,316,101,26.7
2084,114482,2020-10-26,70,13,70,32,5,Salzburg,83,45,28.9
2085,206087,2020-10-26,152,25,1668,102,6,Steiermark,177,127,19.7
2086,286583,2020-10-26,107,8,37,11,7,Tirol,115,19,42.1
2087,122408,2020-10-26,32,11,32,9,8,Vorarlberg,43,20,55.0
2088,596819,2020-10-26,273,68,2393,228,9,Wien,341,296,23.0
2089,2111575,2020-10-26,1142,188,10044,651,10,Alle,1330,839,22.4
2090,65330,2020-10-27,26,4,351,14,1,Burgenland,30,18,22.2
2091,100854,2020-10-27,50,3,50,37,2,Kärnten,53,40,7.5
2092,352893,2020-10-27,153,30,2648,140,3,Niederösterreich,183,170,17.6
2093,270480,2020-10-27,302,30,2845,78,4,Oberösterreich,332,108,27.8
2094,115234,2020-10-27,75,13,65,32,5,Salzburg,88,45,28.9
2095,207552,2020-10-27,177,29,1665,98,6,Steiermark,206,127,22.8
2096,288514,2020-10-27,99,8,37,11,7,Tirol,107,19,42.1
2097,122623,2020-10-27,32,11,32,9,8,Vorarlberg,43,20,55.0
2098,602207,2020-10-27,283,75,2417,232,9,Wien,358,307,24.4
2099,2125687,2020-10-27,1197,203,10110,651,10,Alle,1400,854,23.8
2100,65987,2020-10-28,27,4,300,12,1,Burgenland,31,16,25.0
2101,102081,2020-10-28,52,3,68,37,2,Kärnten,55,40,7.5
2102,357650,2020-10-28,191,37,2425,133,3,Niederösterreich,228,170,21.8
2103,274579,2020-10-28,328,33,2279,70,4,Oberösterreich,361,103,32.0
2104,117233,2020-10-28,75,11,65,34,5,Salzburg,86,45,24.4
2105,211278,2020-10-28,194,31,1226,98,6,Steiermark,225,129,24.0
2106,291225,2020-10-28,134,18,30,7,7,Tirol,152,25,72.0
2107,123739,2020-10-28,58,11,374,23,8,Vorarlberg,69,34,32.4
2108,609294,2020-10-28,286,76,2450,215,9,Wien,362,291,26.1
2109,2153066,2020-10-28,1345,224,9217,629,10,Alle,1569,853,26.3
2110,66879,2020-10-29,30,4,310,15,1,Burgenland,34,19,21.1
2111,102939,2020-10-29,64,4,56,36,2,Kärnten,68,40,10.0
2112,361663,2020-10-29,195,42,1707,128,3,Niederösterreich,237,170,24.7
2113,279477,2020-10-29,344,35,2229,63,4,Oberösterreich,379,98,35.7
2114,118411,2020-10-29,84,12,56,33,5,Salzburg,96,45,26.7
2115,214349,2020-10-29,214,38,1060,97,6,Steiermark,252,135,28.1
2116,294088,2020-10-29,140,19,27,5,7,Tirol,159,24,79.2
2117,124496,2020-10-29,57,12,375,24,8,Vorarlberg,69,36,33.3
2118,615270,2020-10-29,316,82,2202,225,9,Wien,398,307,26.7
2119,2177572,2020-10-29,1444,248,8022,626,10,Alle,1692,874,28.4
2120,68325,2020-10-30,29,4,317,16,1,Burgenland,33,20,20.0
2121,104065,2020-10-30,71,6,49,34,2,Kärnten,77,40,15.0
2122,365418,2020-10-30,220,46,1445,124,3,Niederösterreich,266,170,27.1
2123,283545,2020-10-30,369,31,2314,74,4,Oberösterreich,400,105,29.5
2124,120647,2020-10-30,91,13,37,32,5,Salzburg,104,45,28.9
2125,218513,2020-10-30,233,39,1000,88,6,Steiermark,272,127,30.7
2126,296914,2020-10-30,140,24,40,5,7,Tirol,164,29,82.8
2127,125120,2020-10-30,67,14,365,22,8,Vorarlberg,81,36,38.9
2128,621446,2020-10-30,320,86,2095,231,9,Wien,406,317,27.1
2129,2203993,2020-10-30,1540,263,7662,626,10,Alle,1803,889,29.6
2130,69121,2020-10-31,28,4,385,17,1,Burgenland,32,21,19.0
2131,106547,2020-10-31,77,6,43,34,2,Kärnten,83,40,15.0
2132,370635,2020-10-31,251,43,1531,127,3,Niederösterreich,294,170,25.3
2133,287337,2020-10-31,401,36,2883,68,4,Oberösterreich,437,104,34.6
2134,122338,2020-10-31,91,15,51,30,5,Salzburg,106,45,33.3
2135,222556,2020-10-31,246,36,1181,94,6,Steiermark,282,130,27.7
2136,300358,2020-10-31,140,24,40,5,7,Tirol,164,29,82.8
2137,126685,2020-10-31,67,14,365,22,8,Vorarlberg,81,36,38.9
2138,627158,2020-10-31,301,87,2199,258,9,Wien,388,345,25.2
2139,2232735,2020-10-31,1602,265,8678,655,10,Alle,1867,920,28.8
2140,69812,2020-11-01,26,5,424,13,1,Burgenland,31,18,27.8
2141,107350,2020-11-01,79,5,41,35,2,Kärnten,84,40,12.5
2142,374337,2020-11-01,256,43,1732,127,3,Niederösterreich,299,170,25.3
2143,290908,2020-11-01,416,47,3180,86,4,Oberösterreich,463,133,35.3
2144,123930,2020-11-01,92,17,54,28,5,Salzburg,109,45,37.8
2145,224199,2020-11-01,252,47,1641,77,6,Steiermark,299,124,37.9
2146,302388,2020-11-01,141,28,47,5,7,Tirol,169,33,84.8
2147,127997,2020-11-01,67,18,365,16,8,Vorarlberg,85,34,52.9
2148,635130,2020-11-01,328,81,2402,266,9,Wien,409,347,23.3
2149,2256051,2020-11-01,1657,291,9886,653,10,Alle,1948,944,30.8
2150,70798,2020-11-02,25,7,385,18,1,Burgenland,32,25,28.0
2151,107718,2020-11-02,90,9,30,31,2,Kärnten,99,40,22.5
2152,378535,2020-11-02,279,44,2562,126,3,Niederösterreich,323,170,25.9
2153,296960,2020-11-02,473,57,2996,74,4,Oberösterreich,530,131,43.5
2154,125686,2020-11-02,101,17,45,28,5,Salzburg,118,45,37.8
2155,226326,2020-11-02,264,53,1703,85,6,Steiermark,317,138,38.4
2156,304352,2020-11-02,141,28,47,5,7,Tirol,169,33,84.8
2157,129296,2020-11-02,92,22,358,12,8,Vorarlberg,114,34,64.7
2158,639830,2020-11-02,360,99,2255,251,9,Wien,459,350,28.3
2159,2279501,2020-11-02,1825,336,10381,630,10,Alle,2161,966,34.8
2160,72064,2020-11-03,32,8,355,15,1,Burgenland,40,23,34.8
2161,108928,2020-11-03,94,10,56,30,2,Kärnten,104,40,25.0
2162,383638,2020-11-03,321,51,2662,119,3,Niederösterreich,372,170,30.0
2163,300556,2020-11-03,533,60,2523,65,4,Oberösterreich,593,125,48.0
2164,126835,2020-11-03,97,20,64,25,5,Salzburg,117,45,44.4
2165,230544,2020-11-03,299,56,1641,87,6,Steiermark,355,143,39.2
2166,306572,2020-11-03,190,36,68,5,7,Tirol,226,41,87.8
2167,130441,2020-11-03,116,22,316,19,8,Vorarlberg,138,41,53.7
2168,645804,2020-11-03,383,103,2170,240,9,Wien,486,343,30.0
2169,2305382,2020-11-03,2065,366,9855,605,10,Alle,2431,971,37.7
